,property_name,host_name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,country,lat,long,availability_365,review_rating
4017,"Kihei Bay Vista #C-108 1Bd Near Beach, Great Location, Great Rates! Sleeps 4",Rentals Maui,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,4,1.0,2.0,0,1.0,139.0,154.0,0.0,4,United States,-156.45893,20.76442,177,93.09924038225925
4018,2 bedroom accommodation in Griffintown,Moss,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,2.0,6,1.0,99.0,65.0,0.0,1,Canada,-73.56017,45.49505,344,87.0
4019,Acogedor loft en Barcelona,Angeles,Apartment,Entire home/apt,Real Bed,2,2,strict_14_with_grace_period,2,1.0,1.0,1,1.0,70.0,30.0,0.0,1,Spain,2.13371,41.37108,38,93.09924038225925
4020,伊斯坦布尔伊人之家female only(提供女游客全境保护作家客厅文化沙龙导游土耳其旅游注意事项),巧,Bed and breakfast,Shared room,Real Bed,1,1125,flexible,2,1.0,2.0,3,1.0,58.0,94.07480119284294,0.0,1,Turkey,28.9416,41.01008,357,100.0
4021,New! River Park Apartment. | Douro River view!,Dale,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,1,1.0,60.0,15.0,20.0,2,Portugal,-8.65366,41.14864,155,100.0
4022,Views To Die For// Studio Rushcutters Bay // Free Parking,Air,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,9,1.0,90.0,90.0,0.0,1,Australia,151.22573,-33.87569,72,76.0
4023,Cozy room near Montjuic and city center,Danyusha,Apartment,Private room,Real Bed,20,1125,strict_14_with_grace_period,1,1.0,1.0,0,1.0,16.0,10.0,0.0,1,Spain,2.15861,41.37051,51,93.09924038225925
4024,Liiiving in Porto | Aliados Luxury Apartment II,Liiiving,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,2.0,3.0,2,2.0,100.0,40.0,0.0,1,Portugal,-8.61206,41.14751,324,100.0
4025,Grand appartement rénové au coeur de Villeray,Florent,Apartment,Entire home/apt,Real Bed,2,8,flexible,4,2.0,2.0,0,1.0,140.0,30.0,0.0,1,Canada,-73.62501,45.54184,89,93.09924038225925
4026,Charming private room!,Francisca,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,4,1.0,23.0,14.0,0.0,1,Canada,-73.56329,45.45998,296,100.0
4027,Maui Sunset - Condo - Ocean View 1 bedroom  -B109,Ryan,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,1.0,3.0,0,2.0,175.0,150.0,0.0,1,United States,-156.45638,20.75576,276,93.09924038225925
4028,Apart Hotel 1309,Patricia,Serviced apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,1.0,1,1.0,250.0,200.0,0.0,1,Brazil,-43.18555320399866,-22.96900027778002,82,100.0
4029,3store apartment for vacations,Yasmin,Apartment,Entire home/apt,Real Bed,1,1125,flexible,8,3.0,5.0,1,3.0,791.0,94.07480119284294,0.0,1,Brazil,-43.18059581291919,-22.91626746762345,0,93.09924038225925
4030,Stop! Look No Further! Leinaala #104 Oceanfront Ocean View 1Bd/1Ba Sleeps 4,Rentals Maui,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,4,1.0,2.0,0,1.0,189.0,149.0,0.0,4,United States,-156.45876,20.7557,139,93.09924038225925
4031,Cozy open space Mile-End Apartment,Layal,Apartment,Entire home/apt,Real Bed,1,14,flexible,3,1.0,1.0,4,1.0,70.0,25.0,0.0,1,Canada,-73.60148,45.52134,0,100.0
4032,"In front of the sea, terrace close Congress center",Eberhard&Aurélie@Es-Flats,Apartment,Entire home/apt,Real Bed,3,31,moderate,8,4.0,7.0,1,2.0,330.0,110.0,30.0,6,Spain,2.21544,41.40442,282,100.0
4033,"Merkezi daire, metroya çok yakın",Mert,Apartment,Entire home/apt,Real Bed,1,6,flexible,2,1.0,1.0,1,1.0,575.0,94.07480119284294,0.0,1,Turkey,28.99368,41.08618,179,100.0
4034,Exclusivity in Istanbul City View,Mert,Apartment,Entire home/apt,Real Bed,2,180,moderate,4,1.0,4.0,1,1.5,1192.0,0.0,208.0,2,Turkey,28.99014,41.03789,365,93.09924038225925
4035,"三大房大床,客廳寬闊｡旺角中心,到地鐵口不到1分鐘",Boris,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,3.0,4.0,2,1.0,1201.0,400.0,150.0,4,Hong Kong,114.16936,22.32019,171,80.0
4036,Loft totalmente reformado,Bernard,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3,0.0,2.0,1,1.0,250.0,150.0,0.0,1,Brazil,-43.17083635806168,-22.96270333534132,9,100.0
4037,Cobertura Duplex Barra,RioHost,Apartment,Entire home/apt,Real Bed,2,1125,flexible,6,3.0,3.0,0,3.0,351.0,300.0,0.0,1,Brazil,-43.39057377606943,-22.968501598218552,94,93.09924038225925
4038,"Kamaole Sands #7-305 1Bd/2Ba, Inner Court, Large Lanai, Near Beach, Sleeps 4",Rentals Maui,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,4,1.0,2.0,0,2.0,171.0,206.0,0.0,4,United States,-156.44503,20.71154,193,93.09924038225925
4039,Oporto River House / Porto Rio,Joana,House,Entire home/apt,Real Bed,2,1125,flexible,6,2.0,3.0,0,1.0,100.0,94.07480119284294,0.0,1,Portugal,-8.57933,41.1454,365,93.09924038225925
4040,comfortable personal place,Neko,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,4,1.0,353.0,0.0,50.0,1,Hong Kong,114.17215,22.29676,363,95.0
4041,Nice comfortable bedroom A with private bathroom,Marina,Guesthouse,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,89.0,50.0,0.0,1,United States,-157.87374,21.3407,331,100.0
4042,Romantic studio with stunning Galata Tower View,Esra,House,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,4,1.0,179.0,94.07480119284294,0.0,1,Turkey,28.9739,41.02832,61,87.0
4043,"Beautiful apartment  3 rooms, close to the beach",Roseli,Condominium,Entire home/apt,Real Bed,1,1125,flexible,7,3.0,6.0,0,3.0,500.0,380.0,0.0,1,Brazil,-43.37118095485536,-23.001051968022303,19,93.09924038225925
4044,A warm and affordable room in Hong Kong,Tang,Apartment,Private room,Real Bed,2,40,moderate,2,1.0,1.0,4,1.0,400.0,94.07480119284294,0.0,1,Hong Kong,114.16521,22.30781,69,90.0
4045,live in a painting atelier,Elif,Apartment,Private room,Real Bed,4,1125,flexible,1,1.0,1.0,0,1.0,74.0,0.0,0.0,1,Turkey,28.99911,41.04658,280,93.09924038225925
4046,Matosinhos Beach Apartment,Nelson,Apartment,Entire home/apt,Real Bed,2,170,strict_14_with_grace_period,6,3.0,3.0,0,2.0,60.0,40.0,10.0,4,Portugal,-8.68843,41.17539,169,93.09924038225925
4047,Cozy Studio In the Heart of Hong Kong,Cris,Apartment,Entire home/apt,Real Bed,1,7,flexible,2,0.0,1.0,3,1.0,298.0,94.07480119284294,0.0,1,Hong Kong,114.15223,22.28698,0,93.0
4048,"Cityloft 36, 2+1 Special Flat / Ataşehir",Cityloft,Boutique hotel,Private room,Real Bed,1,1125,flexible,6,2.0,2.0,2,2.0,221.0,0.0,50.0,2,Turkey,29.10792,40.98049,356,90.0
4049,BirdhouseA :),Nilay,House,Private room,Real Bed,1,3,flexible,2,1.0,1.0,0,1.0,58.0,30.0,0.0,1,Turkey,29.04138,41.07217,365,93.09924038225925
4050,Residence/ 4 kişilik küçük tatlı bir ev :),Şule,House,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2.0,0,1.0,111.0,94.07480119284294,0.0,1,Turkey,28.995,41.07672,0,93.09924038225925
4051,Wilner Hôtel,Wilner,Condominium,Private room,Real Bed,1,1125,flexible,5,2.0,2.0,1,1.0,64.0,0.0,20.0,1,Canada,-73.53738,45.66563,365,80.0
4052,Studio downtown montreal,Iba,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,0.0,1.0,0,1.0,60.0,94.07480119284294,0.0,1,Canada,-73.552,45.52502,180,93.09924038225925
4053,Porto Downtown Apartment V,Porto Downtown Apartments,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,1.0,1.0,3,1.0,28.0,12.0,0.0,1,Portugal,-8.6208,41.15336,345,87.0
4054,NEW BIG ROOM IN MID LEVELS - SAI YING PUN MTR,Jorge,Apartment,Private room,Real Bed,5,150,strict_14_with_grace_period,2,1.0,1.0,1,1.0,447.0,0.0,100.0,1,Hong Kong,114.14112,22.28333,0,100.0
4055,Apto ótimo ponto Copacabana! Aconchegante e lindo!,Tânia,Apartment,Entire home/apt,Real Bed,1,10,moderate,5,1.0,3.0,0,1.0,201.0,100.0,50.0,4,Brazil,-43.181273988604175,-22.96448298680193,356,93.09924038225925
4056,Santa Catarina Downtown III,Marta,Apartment,Entire home/apt,Real Bed,1,1125,moderate,6,1.0,1.0,0,1.0,200.0,35.0,5.0,2,Portugal,-8.60645,41.14919,346,93.09924038225925
4057,Deluxe one bed room suite - 5,Kenneth,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,1798.0,94.07480119284294,0.0,1,Hong Kong,114.17044,22.3094,365,93.09924038225925
4058,Waikiki Private Close to Everything,Lei & Maree,Condominium,Private room,Real Bed,5,1125,flexible,3,1.0,1.0,2,1.0,85.0,75.0,20.0,1,United States,-157.83423,21.28633,0,100.0
4059,Super convenient entire apartment near Sydney CBD!,Yali,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,3.0,3,1.0,151.0,80.0,0.0,1,Australia,151.19699,-33.88235,0,87.0
4060,Homely unit in a handy location,Hamid Reza,Apartment,Entire home/apt,Real Bed,1,7,flexible,2,1.0,1.0,0,1.0,151.0,94.07480119284294,0.0,1,Australia,151.14333,-33.89997,0,93.09924038225925
4061,#S4銅鑼灣百德大廈D座公寓式住宅,Yumi,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,447.0,94.07480119284294,0.0,1,Hong Kong,114.18655,22.28203,364,93.09924038225925
4062,BRIGHT DOUBLE ROOM 2- Sultanahmet,Sultan,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,1.0,2.0,56,1.0,121.0,179.0,0.0,1,Turkey,28.9719,41.00282,353,93.0
4063,Sisli Fulya'da keyifli  bir ev,Burak,Serviced apartment,Private room,Real Bed,1,1125,moderate,2,1.0,2.0,0,1.0,148.0,40.0,50.0,1,Turkey,28.99243,41.05695,180,93.09924038225925
4064,"Perfect Location, Apt Close to Tamarama and Bondi",Rafael,Apartment,Entire home/apt,Real Bed,3,10,strict_14_with_grace_period,2,1.0,1.0,2,1.0,139.0,60.0,50.0,2,Australia,151.25503,-33.9003,10,100.0
4065,Dorm 3baths SohoEast......,Chile,Apartment,Shared room,Real Bed,3,1125,strict_14_with_grace_period,12,1.0,12.0,2,3.0,251.0,250.0,250.0,1,Hong Kong,114.2209,22.28088,0,100.0
4066,NAYA - Downtown Guesthouse - Suite Timor,Naya,House,Private room,Real Bed,1,31,moderate,3,1.0,2.0,2,1.0,80.0,0.0,0.0,1,Portugal,-8.61354,41.16228,305,90.0
4067,La Joie appartement,Maurice,Apartment,Entire home/apt,Real Bed,2,5,flexible,4,1.0,1.0,0,1.0,60.0,94.07480119284294,0.0,1,Canada,-73.63073,45.55683,365,93.09924038225925
4068,"Sleek, luxurious, in Copacabana",Dennis,Apartment,Entire home/apt,Real Bed,4,365,moderate,2,1.0,1.0,24,1.0,224.0,224.0,0.0,1,Brazil,-43.1819181446616,-22.96776638572468,264,97.0
4069,"Apt moderno, completo e bem localizado.",Gisele,Apartment,Entire home/apt,Real Bed,3,60,moderate,4,2.0,2.0,1,2.0,261.0,140.0,50.0,3,Brazil,-43.18305558212906,-22.93644635375004,341,100.0
4070,"Central suite near Taksim, istiklal",Setareh,Boutique hotel,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,0,1.0,475.0,94.07480119284294,0.0,1,Turkey,28.97597,41.03526,90,93.09924038225925
4071,"FLAT EM  FRENTE  À  PRAIA DA BARRA, RJ  - BRASIL",Celmo Ferreira,Serviced apartment,Entire home/apt,Real Bed,2,12,moderate,3,1.0,2.0,1,1.0,459.0,150.0,0.0,1,Brazil,-43.35433174362467,-23.010713029226924,176,40.0
4072,friends gathering apartment,Neko,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,3.0,2,1.0,981.0,0.0,50.0,4,Hong Kong,114.17228,22.29686,343,90.0
4073,cosy room in uskudar,Yusuf,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,1,1.0,53.0,94.07480119284294,0.0,1,Turkey,29.0198,41.02099,365,100.0
4074,Makana Kai,Grand Welcome,Other,Entire home/apt,Real Bed,1,1125,super_strict_60,5,2.0,3.0,0,2.0,150.0,302.0,0.0,1,United States,-155.97073,19.5891,248,93.09924038225925
4075,Amazing 12th floor 2BD Ko Olina Beach Villa,Love Hawaii Villas,Condominium,Entire home/apt,Real Bed,6,90,strict_14_with_grace_period,6,2.0,3.0,1,2.0,397.0,507.0,0.0,6,United States,-158.12327,21.3349,306,100.0
4076,Yakut Hotel,Mehmet,Boutique hotel,Private room,Real Bed,1,1125,flexible,6,1.0,4.0,0,1.0,359.0,94.07480119284294,0.0,1,Turkey,28.97221,41.00334,365,93.09924038225925
4077,"泓都3座,位于港岛坚尼地城,近地铁和海边,中高档住宅｡V:mengmengustc9916",萌,House,Entire home/apt,Real Bed,1,1125,flexible,1,1.0,1.0,1,1.0,196.0,94.07480119284294,0.0,1,Hong Kong,114.12584,22.28124,0,100.0
4078,Relax on the Terrace of a Darlinghurst Home,David,Townhouse,Private room,Real Bed,3,28,strict_14_with_grace_period,2,1.0,1.0,104,1.0,151.0,40.0,35.0,1,Australia,151.21766,-33.88191,185,97.0
4079,Excelente apartamento con perfecta ubicación..,Amaury,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,3,1.0,30.0,35.0,25.0,3,Spain,2.14671,41.37972,16,87.0
4080,Apartamento em Copacabana,Ana,Apartment,Entire home/apt,Real Bed,2,7,flexible,7,3.0,4.0,0,1.5,1201.0,94.07480119284294,0.0,1,Brazil,-43.18988253059425,-22.97518519124278,355,93.09924038225925
4081,★BABU HOUSE ★ Bed in Mixed Dormitory ★ Taksim ★,Madlen,Aparthotel,Shared room,Real Bed,1,30,strict_14_with_grace_period,4,1.0,4.0,0,1.0,79.0,0.0,77.0,1,Turkey,28.97943,41.03692,308,93.09924038225925
4082,Camões Executive Flat (w/ Air conditioning),Lurdes E Jorge,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,4,1.0,2.0,3,1.0,45.0,30.0,15.0,2,Portugal,-8.60981,41.15693,197,87.0
