,property_name,host_name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,country,lat,long,availability_365,review_rating
291,Room 1 near Jordan Mtr station 1min,Tungshing,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,105,1.0,400.0,50.0,0.0,1,Hong Kong,114.17237,22.30612,236,88.0
292,Bundeena Garden Studio near beaches,Belinda,Cabin,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2,1.0,1.0,230,1.0,109.0,30.0,0.0,1,Australia,151.15761,-34.08087,125,98.0
293,Beautiful Ensuite Room -Easy access to city,Marina,House,Private room,Real Bed,30,1125,moderate,2,1.0,1.0,2,2.5,75.0,50.0,0.0,1,Australia,151.2009,-33.90987,0,93.09924038225925
294,Beautiful in Ipanema for your Family,Fabi,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,6,3.0,8.0,4,2.5,351.0,250.0,80.0,3,Brazil,-43.20246232850196,-22.98570388501864,130,100.0
295,Brick House: Unique Garden Apartment! King Bed!,Aswad,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,4,1.0,1.0,37,1.0,125.0,75.0,20.0,2,United States,-73.91365,40.68174,345,94.0
296,Apartamento/Loft no Flamengo,Cesar,Loft,Entire home/apt,Real Bed,3,15,flexible,2,0.0,1.0,0,1.0,179.0,100.0,0.0,1,Brazil,-43.178454975195,-22.92654173922,362,93.09924038225925
297,Nice room with queen sized bed,Jen,Apartment,Private room,Real Bed,30,730,moderate,1,1.0,1.0,122,1.5,30.0,20.0,0.0,1,Canada,-73.58677,45.52572,193,88.0
298,Aluguel para Olimpiadas,Diogo,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,2.0,0,2.0,1000.0,94.07480119284294,0.0,1,Brazil,-43.39842206377968,-22.970523926945454,0,93.09924038225925
299,STUDIO COPACABANA VISTA MAR,Fernando,Other,Entire home/apt,Real Bed,5,1125,moderate,4,0.0,3.0,2,1.0,250.0,100.0,0.0,1,Brazil,-43.18908543651725,-22.980722086375625,252,100.0
300,,Mar,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,40.0,94.07480119284294,0.0,1,Spain,2.15759,41.40349,0,93.09924038225925
301,302 Kanai A Nalu Ocean front/view,Kathy,Condominium,Entire home/apt,Real Bed,7,1123,super_strict_60,6,2.0,3.0,7,2.0,400.0,270.0,20.0,4,United States,-156.5039,20.79664,142,97.0
302,listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,Patricia,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,3.0,4.0,11,3.0,518.0,300.0,50.0,4,Brazil,-43.21889444085009,-22.980690335847203,351,96.0
303,Lulapartment II,Cristina,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,2.0,5.0,229,1.5,60.0,20.0,10.0,5,Portugal,-8.61825,41.14366,259,95.0
304,Luxury 1 Bedroom Central Park Views,Henry,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1.0,1.0,24,1.0,1000.0,94.07480119284294,0.0,2,United States,-73.96482,40.79208,365,98.0
305,Apartamento de Luxo para Olimpíadas,Leticia,Condominium,Entire home/apt,Real Bed,1,1125,flexible,8,2.0,2.0,0,2.0,933.0,94.07480119284294,0.0,1,Brazil,-43.42564904825581,-23.00273936515431,0,93.09924038225925
306,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,Lourdes,Apartment,Entire home/apt,Real Bed,31,330,moderate,2,1.0,1.0,6,1.0,60.0,80.0,0.0,2,Spain,2.15884,41.40462,358,65.0
307,Wellyet Guest House@Room 2,Natalie,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,36,1.0,267.0,150.0,100.0,2,Hong Kong,114.17366,22.2982,348,90.0
308,Nice Decorated Studio in Central,Enes,Townhouse,Entire home/apt,Real Bed,1,1125,moderate,4,0.0,2.0,0,1.0,633.0,211.0,0.0,1,Turkey,29.00425,41.04095,365,93.09924038225925
309,Super location - Walk to the City!,Serena,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,9,1.0,119.0,75.0,0.0,2,Australia,151.22133,-33.87521,0,84.0
310,MONTJUIC FOUNTAINS APARTMENT,Barcelona Bedroom,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,4.0,6.0,43,2.0,85.0,50.0,0.0,6,Spain,2.15573,41.37249,194,87.0
311,Cozy Chinatown studio apartment,Maia,Apartment,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,2,0.0,1.0,26,1.0,100.0,94.07480119284294,20.0,1,United States,-73.99442,40.7113,0,97.0
312,Pineapple Paradise,Kelly,Apartment,Entire home/apt,Real Bed,2,365,moderate,3,0.0,1.0,87,1.0,135.0,150.0,75.0,3,United States,-157.83857,21.28572,182,96.0
313,"Cosy flat,walking distance tocenter",Aylin,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,5,2.0,190.0,94.07480119284294,0.0,1,Turkey,29.04503,40.98909,363,100.0
314,Fresh and modern 1BR in Bed-Stuy,Shaila & Alex,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,180,1.0,79.0,80.0,0.0,1,United States,-73.92922,40.68683,270,93.0
315,Cobertura de Luxo -Olimpíadas,Marzo,Apartment,Entire home/apt,Real Bed,15,25,strict_14_with_grace_period,8,4.0,4.0,0,7.0,2499.0,200.0,0.0,1,Brazil,-43.45405770602672,-23.015910719795656,362,93.09924038225925
316,Amazing Upper West Side Loft-Studio,Karen,Loft,Entire home/apt,Real Bed,30,1125,moderate,4,1.0,1.0,12,1.0,79.0,100.0,20.0,2,United States,-73.97589,40.78898,16,93.0
317,Cottage on Kona Coffee Farm,Brad & Linda,Cabin,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,65.0,94.07480119284294,0.0,1,United States,-155.87508,19.26787,353,93.09924038225925
318,Quarto próximo ao Estádio Olímpico,Camilla,House,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,0,1.0,142.0,100.0,50.0,1,Brazil,-43.30213630920409,-22.89369868524118,365,93.09924038225925
319,BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,Susann,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,8,3.0,4.0,36,2.0,1492.0,942.0,79.0,1,Hong Kong,114.18445,22.27878,293,83.0
320,Room double bed $ 740 for 2 weeks,Jamie,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,53.0,94.07480119284294,0.0,1,Australia,151.1943,-33.87351,0,93.09924038225925
321,Charming and cozy condo Plateau Mt-Royal/ McGill,Tarek,Condominium,Entire home/apt,Real Bed,2,1125,moderate,3,0.0,1.0,16,1.0,68.0,25.0,10.0,2,Canada,-73.57711,45.5084,0,98.0
322,3 quartos Península Barra da Tijuca,Rafael,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3.0,3.0,0,2.0,1600.0,94.07480119284294,0.0,1,Brazil,-43.35843701660095,-22.98839563811481,365,93.09924038225925
323,UNFURNISHED SPACIOUS ONE BEDROOM (-CHEAP STAY-),Irwin,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,2.0,4,1.0,70.0,16.0,0.0,2,United States,-73.94586,40.62883,0,93.0
324,Sudio Dolbeau near Mont-Royal,Céline,Loft,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1.0,1.0,4,1.0,81.0,140.0,20.0,2,Canada,-73.62797,45.50286,283,80.0
325,205 Punahoa 2 Bed Condo- Oceanfront,Zaldy,Apartment,Entire home/apt,Real Bed,5,90,super_strict_60,4,2.0,2.0,2,1.0,311.0,156.0,0.0,2,United States,-156.44864,20.7264,152,100.0
326,Rent for Olympic Games,Nina,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3.0,3.0,0,2.0,951.0,94.07480119284294,0.0,1,Brazil,-43.46594355883066,-23.019530104675333,0,93.09924038225925
327,CHARMING PRACTICAL RELAXING IPANEMA,Christine,Apartment,Entire home/apt,Real Bed,2,120,moderate,3,1.0,2.0,15,1.0,280.0,153.0,134.0,2,Brazil,-43.1990101137809,-22.982413191528178,340,96.0
328,Loft styled apartment /Terrace at Copacabana Beach,Ricardo,Loft,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1.0,2.0,4,2.0,560.0,200.0,150.0,1,Brazil,-43.19241087696823,-22.98247575844525,358,95.0
329,"Thriving city location, dining hub",Sabrina,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,2.0,66,2.0,200.0,215.0,0.0,4,Australia,151.1971,-33.8708,137,90.0
330,Brooklyn Artist Loft / Fun Location,Joseph,Apartment,Private room,Real Bed,30,360,strict_14_with_grace_period,3,1.0,1.0,13,1.0,59.0,25.0,25.0,1,United States,-74.02972,40.63199,364,98.0
331,Sunny 1 or 2 BR apt in Boerum Hill,Judy,Apartment,Entire home/apt,Real Bed,4,28,strict_14_with_grace_period,3,1.0,1.0,215,1.0,189.0,80.0,10.0,2,United States,-73.98517,40.68779,276,98.0
332,,Levent,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,506.0,94.07480119284294,0.0,1,Turkey,28.98018,41.00404,365,93.09924038225925
333,Furnished Nolita Studio,Sri,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,0.0,1.0,0,1.0,200.0,100.0,0.0,1,United States,-73.99529,40.72404,0,93.09924038225925
334,Apartamento en casco antiguo,Luis,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,4,3.0,4.0,7,1.0,55.0,80.0,0.0,1,Spain,2.17877,41.37903,36,93.0
335,Next to Barcelona Fair and Magic Fountain,Clickandflat,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,4.0,4.0,20,1.0,90.0,60.0,0.0,6,Spain,2.15375,41.37587,223,84.0
336,2 BR Oceanview - Great Location!,Jennifer,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5,2.0,2.0,17,2.0,200.0,156.0,0.0,1,United States,-156.44917,20.73013,305,94.0
337,Cozy & in the heart of Kowloon,Isabelle,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2,1.0,1.0,3,1.0,691.0,180.0,0.0,1,Hong Kong,114.17546,22.29937,0,87.0
338,Bright Room in Spacious Astoria Apt,Garth,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,5,1.0,65.0,94.07480119284294,0.0,1,United States,-73.93215,40.76079,0,96.0
339,Spacious bedroom with a trundle bed in Botafogo,Ana Rita,House,Private room,Real Bed,2,1125,moderate,2,1.0,2.0,5,1.5,317.0,94.07480119284294,0.0,1,Brazil,-43.19254931342515,-22.95295957541284,364,100.0
340,B. Arts IV,OX Pedro & Nuno,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,3,2.0,50.0,94.07480119284294,0.0,1,Portugal,-8.60033,41.14543,233,100.0
341,Kiahuna 307: Corner Condo Over The Moir Gardens,Great Vacation Retreats,Condominium,Entire home/apt,Real Bed,1,365,super_strict_60,5,1.0,3.0,28,1.0,246.0,157.0,0.0,1,United States,-159.46122,21.87821,337,94.0
342,BEST HOME in the BlueMosq area!,Ali & Argen,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,12,3.0,7.0,18,2.0,564.0,94.07480119284294,0.0,1,Turkey,28.97218,41.00755,328,94.0
343,Artsy Downtown Studio!,Marie-Amelie,Apartment,Entire home/apt,Futon,5,21,moderate,2,0.0,2.0,2,1.0,30.0,94.07480119284294,8.0,1,Canada,-73.58022,45.48979,0,90.0
344,Elegant suite in historic center,Fred,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2,5.0,0.0,203,4.0,42.0,5.0,0.0,1,Portugal,-8.61297,41.14655,354,94.0
345,Ribeiro de Moinho,Sandra Isabel,Cottage,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,4.0,4.0,5,2.0,200.0,94.07480119284294,0.0,1,Portugal,-8.36356,40.93334,347,100.0
346,Downtown Exposed Brick Studio,Tyler,Apartment,Entire home/apt,Real Bed,1,1124,moderate,2,0.0,1.0,157,1.0,90.0,30.0,15.0,2,Canada,-73.58208,45.49165,0,89.0
347,Cozy flat the block Flamengo Beach,Leandro,Apartment,Entire home/apt,Real Bed,2,365,moderate,2,1.0,1.0,81,1.0,90.0,60.0,0.0,1,Brazil,-43.17674315889042,-22.92740812182348,0,95.0
348,Luxury Apartment in Instambul,Raven,Apartment,Entire home/apt,Real Bed,1,40,moderate,3,1.0,2.0,193,1.0,322.0,0.0,89.0,2,Turkey,28.98247,41.03652,338,86.0
349,so homey and spacious and comfy room!,Marje,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,2.0,33,1.0,589.0,94.07480119284294,55.0,1,Hong Kong,114.18542,22.26824,20,99.0
350,"2017 , férias no Rio",Maria Alice,House,Private room,Real Bed,1,30,flexible,2,1.0,1.0,1,1.0,250.0,94.07480119284294,150.0,2,Brazil,-43.4186896742968,-22.96840021041473,90,80.0
351,Room on the waterfront,Maria,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,52,1.0,85.0,94.07480119284294,0.0,1,Australia,151.29282,-33.80031,3,98.0
352,New apartment - 1 room,Gabriela,Condominium,Private room,Real Bed,3,30,strict_14_with_grace_period,2,1.0,2.0,1,1.0,351.0,115.0,0.0,2,Brazil,-43.19321647887779,-22.957538646861146,0,100.0
353,Near to Copacabana Beach,Charles,Apartment,Private room,Real Bed,5,31,flexible,2,1.0,1.0,0,1.0,351.0,94.07480119284294,0.0,1,Brazil,-43.188744533153184,-22.975598903669955,0,93.09924038225925
354,Luminous Apartment in Nisantasi,Pınar,Apartment,Entire home/apt,Real Bed,2,7,flexible,5,2.0,3.0,0,1.0,264.0,211.0,0.0,1,Turkey,28.99037,41.05407,17,93.09924038225925
355,Cute apt in artist's home,Tyrome,Apartment,Entire home/apt,Real Bed,2,50,strict_14_with_grace_period,2,1.0,1.0,207,1.0,85.0,50.0,0.0,2,United States,-73.92745,40.70186,33,87.0
356,Inner City Terrace - 2 rooms 2 beds - 4 ppl.,Jason,Townhouse,Private room,Real Bed,2,7,flexible,4,2.0,2.0,3,1.5,171.0,0.0,0.0,4,Australia,151.1965,-33.88848,0,100.0
357,Sunny Courtyard Apartment - Sydney,Shane,Apartment,Entire home/apt,Real Bed,1,3,moderate,2,1.0,1.0,0,1.0,165.0,35.0,0.0,1,Australia,151.21181,-33.90087,154,93.09924038225925
358,2 BR Queen Size Sunny - Nolita,Brendan,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2.0,2.0,217,1.0,250.0,150.0,50.0,4,United States,-73.99449,40.72182,80,94.0
359,O charme de estar em frente à praia,Alexandre,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,1.0,1.0,2,1.0,548.0,100.0,0.0,1,Brazil,-43.47716330794789,-23.030647771247256,354,100.0
360,Apartamento Centro histórico,Francisco,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,4.0,5,1.0,75.0,94.07480119284294,15.0,2,Portugal,-8.63001,41.1455,352,96.0
361,"Spacious, Sunny Room in Park Slope",Lisah,House,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,1,1.5,85.0,94.07480119284294,0.0,1,United States,-73.98057,40.67549,0,100.0
362,Double room with private bathroom,Sonia,Apartment,Private room,Real Bed,32,40,moderate,2,1.0,1.0,12,1.0,38.0,19.0,8.0,1,Spain,2.17935,41.43038,88,98.0
363,Myboat & Yacht rentals,Pedro,Boat,Entire home/apt,Real Bed,3,1125,moderate,2,1.0,2.0,0,1.0,200.0,50.0,0.0,1,Portugal,-8.65161,41.14143,365,93.09924038225925
364,☼☼ Lovely Colorful Studio ☼☼ Tsim Sha Tsui,Hester,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2,0.0,1.0,269,1.0,502.0,100.0,0.0,1,Hong Kong,114.17308,22.30039,117,92.0
365,Renovated Modern Apartment with Cathedral Views,Nina,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,6,3.0,5.0,165,1.5,199.0,20.0,65.0,4,Spain,2.16963,41.39726,222,97.0
366,Apto Olimpíadas praia Barra Tijuca,Claudio,Condominium,Entire home/apt,Real Bed,15,1125,strict_14_with_grace_period,8,4.0,7.0,0,3.5,3301.0,94.07480119284294,0.0,1,Brazil,-43.33422634714254,-23.00756333438681,0,93.09924038225925
367,Alcam Colon 52 Apartment,Oscar And Diego,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,6,2.0,3.0,0,2.0,91.0,94.07480119284294,0.0,1,Spain,2.17831,41.37724,287,93.09924038225925
368,Eco Hale Hawaii in the Rainforest Lots Of Aloha,Kaeo & Karl,Cabin,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1.0,1.0,291,1.0,80.0,0.0,0.0,2,United States,-155.10302,19.48649,232,99.0
369,Newly and comfortable apt,Michelle&May,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,1.0,206,1.0,463.0,120.0,80.0,2,Hong Kong,114.17545,22.29643,272,94.0
370,Burgazada da çarşıya yakın daire,Eser,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,3.0,22,1.0,348.0,50.0,0.0,1,Turkey,29.06648,40.87794,336,94.0
371,2 Bedroom in The East Village!,Samantha,Apartment,Entire home/apt,Airbed,1,1125,flexible,4,2.0,3.0,19,1.0,125.0,94.07480119284294,0.0,1,United States,-73.98161,40.73598,0,88.0
372,Large Duplex in Midtown East with backyard!,Boris,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,2.0,4.0,112,2.0,350.0,155.0,0.0,5,United States,-73.96776,40.75482,115,92.0
373,Midillis 202 (Double Room),Kamuran,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,24,1.0,148.0,94.07480119284294,0.0,1,Turkey,28.97622,41.00359,322,98.0
374,Brooklyn Bushwhick Private Room,Juno,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,35.0,94.07480119284294,0.0,1,United States,-73.92081,40.70017,0,93.09924038225925
375,1 BR 1/2 block to A/B/C/D trains,Marcelo,Apartment,Private room,Real Bed,7,30,strict_14_with_grace_period,2,1.0,1.0,45,1.0,48.0,30.0,15.0,1,United States,-73.93957,40.83307,365,94.0
376,6 min. walk to metro & metrobus,Taner,Apartment,Private room,Real Bed,7,1125,moderate,1,1.0,1.0,0,1.0,100.0,94.07480119284294,0.0,1,Turkey,28.99911,41.06422,363,93.09924038225925
377,"1 bedroom in Astoria, Queens",Joe,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,1,1.0,65.0,94.07480119284294,0.0,1,United States,-73.93959,40.76485,0,93.09924038225925
378,Charming Private Brooklyn Bedroom,Kris,Apartment,Private room,Real Bed,1,1125,moderate,1,1.0,1.0,58,1.0,105.0,94.07480119284294,0.0,1,United States,-73.95646,40.72804,365,98.0
379,Barra da Tijuca: 2 suites overlooking the ocean and lagoon,Guilherme,Apartment,Entire home/apt,Real Bed,15,30,flexible,6,2.0,3.0,0,2.0,298.0,350.0,0.0,1,Brazil,-43.34951832545693,-23.004059877448853,178,93.09924038225925
380,Central apartment in Almada street,Rosa,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2,1.0,1.0,57,1.0,45.0,20.0,0.0,1,Portugal,-8.61184,41.14791,365,89.0
381,Studio on main entertainment street,Maria,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,18,1.0,42.0,94.07480119284294,0.0,1,Canada,-73.56526,45.51424,0,86.0
382,"Quarto simples, centro do Rio.",Romulo,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,60.0,94.07480119284294,0.0,1,Brazil,-43.18471637510573,-22.91341606205436,0,93.09924038225925
383,"Shangri'La by the Sea, Kapoho Beach",Steve,Villa,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,8,4.0,5.0,10,4.0,650.0,500.0,50.0,2,United States,-154.81946,19.50157,33,93.0
384,Exellent spot; light room w-balcony,Andromeda,Apartment,Private room,Real Bed,2,15,flexible,2,1.0,1.0,0,1.0,84.0,42.0,37.0,1,Turkey,28.99838,41.04908,363,93.09924038225925
385,Cosy Home at Galata,Sinem,Townhouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,0.0,1.0,0,1.0,369.0,264.0,264.0,1,Turkey,28.97084,41.02535,358,93.09924038225925
386,Huge duplex apt. up to 8 in Taksim,Handan,Apartment,Entire home/apt,Real Bed,1,1125,moderate,8,3.0,4.0,43,2.0,475.0,119.0,30.0,4,Turkey,28.98224,41.03832,259,97.0
387,APARTAMENTO PARA AS OLIMPIADAS,Fábio,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,1.0,1,2.0,679.0,94.07480119284294,0.0,1,Brazil,-43.2023558879285,-22.98352041283106,0,80.0
388,STUDIO APARTMENT + WIFI!!!!,Athena,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,0.0,1.0,70,1.0,125.0,70.0,0.0,1,Australia,151.20677,-33.8671,53,95.0
389,"Minimalist Rooms in BCN, live it.",Oscar Jose,Loft,Entire home/apt,Real Bed,35,180,moderate,4,3.0,4.0,1,2.0,115.0,300.0,30.0,1,Spain,2.15413,41.39982,0,100.0
390,Private bedroom in BORN,Max'Ou,Apartment,Private room,Real Bed,4,1125,moderate,2,1.0,1.0,9,1.0,30.0,94.07480119284294,10.0,1,Spain,2.18116,41.38719,0,97.0
391,Large 3 bedrooms apartment,Luisa,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,3.0,4.0,6,2.5,630.0,150.0,0.0,1,Brazil,-43.31345955372205,-23.013440373155003,0,93.0
392,Porto-amazing room with ensuite,Maria,Apartment,Private room,Real Bed,2,15,moderate,2,1.0,1.0,4,1.0,30.0,94.07480119284294,0.0,1,Portugal,-8.58364,41.18877,358,100.0
393,Shining view in the city heart 5,David,Loft,Entire home/apt,Real Bed,3,1124,moderate,4,1.0,2.0,7,1.0,70.0,20.0,10.0,2,Portugal,-8.61628,41.14364,210,100.0
394,"Room in apartment with beautiful view, in Botafogo",Ida,Apartment,Private room,Real Bed,2,1125,moderate,2,2.0,2.0,47,2.5,101.0,70.0,80.0,1,Brazil,-43.175214261015086,-22.95162577090241,155,100.0
395,Exeptional Boshphorus View,Serkan,Apartment,Private room,Real Bed,5,1125,flexible,2,2.0,1.0,0,1.0,90.0,94.07480119284294,0.0,1,Turkey,29.01992,41.03087,365,93.09924038225925
396,Alugo suíte prx Parque Olimpico e Rio Centro,Israel,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,5,1.0,399.0,94.07480119284294,0.0,1,Brazil,-43.393534232339206,-22.969013331100093,365,100.0
397,Charming StanleyBeachFlat w/rooftop,Marcos,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,2.0,60,1.0,1303.0,94.07480119284294,0.0,1,Hong Kong,114.21303,22.21846,262,93.0
398,Deluxe Suites Family room in taksim,Erol,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,0.0,2.0,3,1.0,221.0,0.0,0.0,1,Turkey,28.98179,41.03828,49,67.0
399,Ocean View in the heart of Waikiki,Hide,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,1.0,89,1.0,150.0,150.0,0.0,2,United States,-157.82437,21.27608,77,94.0
400,Tai Hang (Causeway Bay) Sunny Aprt',Su,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,2.0,2.0,11,1.0,761.0,250.0,200.0,3,Hong Kong,114.19243,22.27928,0,98.0
401,"Big, glamorous, 4BR, 3-story house",Jon,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,4.0,7.0,104,2.0,499.0,175.0,100.0,5,United States,-73.97713,40.68675,245,97.0
402,The Ohana at Volcanoes National Park!,David,Guesthouse,Entire home/apt,Real Bed,1,30,moderate,6,1.0,3.0,385,1.0,100.0,0.0,20.0,6,United States,-155.22212,19.43327,133,98.0
403,.CidadeMaravilhosa.2017RIO,Claudio,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,246.0,180.0,199.0,1,Brazil,-43.179580196689336,-22.941799837438328,365,93.09924038225925
404,Bondi beach sunny house,Kate,House,Private room,Real Bed,2,1125,flexible,1,1.0,1.0,1,1.0,55.0,94.07480119284294,0.0,1,Australia,151.26826,-33.89172,0,100.0
405,Göztepe Single Room,Buğra,Apartment,Private room,Real Bed,1,365,flexible,2,1.0,2.0,0,1.0,42.0,0.0,20.0,1,Turkey,29.06318,40.97602,88,93.09924038225925
406,Cottage in Bondi/Tamarama,Jaclyn,Chalet,Entire home/apt,Real Bed,5,1125,moderate,2,1.0,1.0,0,1.0,242.0,107.0,0.0,1,Australia,151.26907,-33.89605,0,93.09924038225925
407,Beautiful Area Single Room,Marcos,Apartment,Private room,Real Bed,2,20,moderate,1,1.0,1.0,17,1.0,95.0,94.07480119284294,0.0,1,Spain,2.12933,41.38665,364,96.0
408,Rustic Gaudí - Sagrada Família,Elisabet,Apartment,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,5,2.0,4.0,212,1.0,59.0,50.0,15.0,2,Spain,2.17502,41.40995,68,92.0
409,Apartamento Maracanã Olímpiadas,Fernando,Apartment,Entire home/apt,Real Bed,15,30,strict_14_with_grace_period,8,3.0,2.0,0,3.0,1201.0,94.07480119284294,0.0,1,Brazil,-43.24013084767151,-22.92176304215344,180,93.09924038225925
410,Inner City Spacious Loft- City View,Paul,House,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,73,1.0,80.0,50.0,0.0,1,Australia,151.21378,-33.89373,290,99.0
411,Hibiscus Hideaway in Kihei,Samantha,Bungalow,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,1.0,1.0,10,1.0,160.0,150.0,25.0,2,United States,-156.45205,20.76124,296,98.0
412,Quarto para as Olimpíadas/Room for Olympics,Aline,House,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,112.0,94.07480119284294,0.0,1,Brazil,-43.36534968594563,-22.930049818012783,0,93.09924038225925
413,Private Room on Bondi Beach,Scott,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,0,0.0,70.0,20.0,0.0,1,Australia,151.27036,-33.89275,0,93.09924038225925
414,SUNNY RAMBLAS 2,Emilia,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,5,2.0,4.0,1,1.0,70.0,80.0,10.0,4,Spain,2.16666,41.38432,256,100.0
415,The Porto Concierge - White Martin,Isabel E Fernando,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1.0,1.0,122,1.0,50.0,15.0,10.0,3,Portugal,-8.60827,41.14542,0,90.0
416,Cosy penthouse close to Barra beach,Leo,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,10,5.0,10.0,1,8.0,3544.0,373.0,560.0,8,Brazil,-43.32005231206098,-23.010668604567265,163,80.0
